"id","date","polity","event","confidence","core_sources","modern_direction","cause","consequence","target","evidence_type","source_locator","source_caveat"
"NS-0963-JINGNAN","963年","宋与荆南","宋军入荆南，结束高氏政权","B级｜年代可靠；投降过程与军队规模须谨慎采用宋方叙事","《宋史》卷2〈太祖本纪二〉；《续资治通鉴长编》乾德元年条；《宋会要辑稿·方域》荆南条","荆南归附、长江中游漕运与地方精英延续研究","荆南体量小且夹处宋、后蜀、南唐之间，难以保持独立军政","宋取得长江中游战略节点，并以改置州县试验对旧国行政资源的接收","chapters/northern-song/founding-and-frontiers.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"NS-0964-LATER-SHU-CAMPAIGN","964年冬","宋与后蜀","宋军发动伐后蜀战役","B级｜出兵日期可靠；行军路线和战功归属有异说","《宋史》卷2〈太祖本纪二〉；《宋史》卷479〈后蜀世家〉；《续资治通鉴长编》乾德二年冬条","剑门道路、四川粮赋与宋初征服后勤研究","宋先稳住荆南，意在消除西南割据并取得成都平原资源","战争打破后蜀防御体系，宋军开始面对山地运输、降附军民安置和四川财政整合","chapters/northern-song/founding-and-frontiers.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"NS-0965-LATER-SHU-ANNEXATION","965年","宋与后蜀","孟昶降宋，后蜀政权终结","B级｜降服事实可靠；宋军入蜀后的掠夺与赏赐范围须分证","《宋史》卷2〈太祖本纪二〉；《宋史》卷479〈后蜀世家〉；《续资治通鉴长编》乾德三年条","宋初四川接收、转运使体系与地方反应研究","成都失守后后蜀朝廷无力继续组织防御","宋获得西南富庶区，却因军纪、赋役与旧官安置问题埋下蜀地反抗条件","chapters/northern-song/founding-and-frontiers.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"LIAO-0969-EVENT-033","969年","辽","辽景宗即位，萧绰逐步取得政治作用","C级｜编年主干可靠；细节、规模与动机须与对方材料、地方文书或考古材料互校","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","辽代契丹国家、都城、部族与跨境关系研究","辽初部族与多都城整合中前任统治的结束与宫廷、部族或官僚的权力安排相互交织，促成“辽景宗即位，萧绰逐步取得政治作用”这一继承节点。","继承并不自动消除既有矛盾；“辽景宗即位，萧绰逐步取得政治作用”后的任官、军权和对外策略需由后续条目追踪。","chapters/liao/chronology-and-frontiers.tex","retrospective_history","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","《辽史》为元末官修且契丹本方连续文书有限；宋使与碑刻的观察位置不同，战果、族称及制度覆盖范围不得互推。"
"NS-0971-SOUTHERN-HAN","971年","宋与南汉","宋军攻取广州，南汉刘鋹降服","B级｜核心过程可靠；伤亡、俘获与海上封锁数字多为战报","《宋史》卷2〈太祖本纪二〉；《宋史》卷480〈南汉世家〉；《续资治通鉴长编》开宝四年条","岭南征服、珠江水路与宋初海贸管理研究","宋为完成南方统一并控制岭南财赋、港口和盐业而南进","岭南纳入宋朝路州体系，朝廷需调适边地军政和既有海上贸易网络","chapters/northern-song/founding-and-frontiers.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"NS-0974-SOUTHERN-TANG-CAMPAIGN","974年秋","宋与南唐","宋军渡江围攻金陵，展开灭南唐战争","B级｜战争爆发可靠；兵力与战场细节须与不同传记互校","《宋史》卷2〈太祖本纪二〉；《宋史》卷478〈南唐世家〉；《续资治通鉴长编》开宝七年条","长江渡江作战、江南财赋与南唐降附研究","南唐虽称臣仍保有江南政权和长江防线，宋欲完成东南统一","江南战争将宋的财政、漕运和攻城能力集中到长江下游","chapters/northern-song/founding-and-frontiers.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"NS-0975-SOUTHERN-TANG-ANNEXATION","975年十一月","宋与南唐","金陵陷落，李煜降宋，南唐灭亡","A级｜可靠纪年；李煜待遇和遗民反应不应以文学作品反推全体社会","《宋史》卷2〈太祖本纪二〉；《宋史》卷478〈南唐世家〉；《续资治通鉴长编》开宝八年十一月条","南唐覆亡、江南行政接收与文化记忆研究","金陵久围而援军不至，南唐军事和财政资源耗尽","宋控制江南税粮、手工业和水网地区，统一重心转向北汉与辽边","chapters/northern-song/founding-and-frontiers.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"NS-0976-TAIZU-SUCCESSION","976年十月","宋","太祖去世，赵光义即位为太宗","C级｜即位日期可靠；烛影斧声为后起传闻，不能据以断言继承阴谋","《宋史》卷2〈太祖本纪二〉；《宋史》卷3〈太宗本纪一〉；《续资治通鉴长编》开宝九年十月条","宋初继承叙事、兄终弟及与宗室政治研究","太祖猝逝而皇子与弟弟的继承次序未在现存材料中完全透明","太宗获得皇位并调整北伐议程，继承合法性成为后世政治记忆的争点","chapters/northern-song/chronology-960-1127.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"LIAO-0979-EVENT-034","979年","辽与宋","辽军在高梁河击退北伐宋军","B级｜编年主干可靠；细节、规模与动机须与对方材料、地方文书或考古材料互校","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","辽代契丹国家、都城、部族与跨境关系研究","辽初部族与多都城整合中既有的联盟、交通与补给压力，为“辽军在高梁河击退北伐宋军”提供了直接的军事或动员背景。","“辽军在高梁河击退北伐宋军”改变了相关城镇、道路或政权间的军事选择；伤亡、俘获和控制范围仅可按各方材料分别确认。","chapters/liao/chronology-and-frontiers.tex","retrospective_history","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","《辽史》为元末官修且契丹本方连续文书有限；宋使与碑刻的观察位置不同，战果、族称及制度覆盖范围不得互推。"
"NS-0979-GAOLIANG-RIVER","979年六月","宋与辽","宋军北攻幽州，在高梁河失利后南撤","B级｜战败可靠；宋辽双方兵力、皇帝受伤和追击路线说法不一","《宋史》卷3〈太宗本纪一〉；《辽史》〈景宗本纪〉；《续资治通鉴长编》太平兴国四年六月条","高梁河战役地望、宋辽军制与战报比较研究","北汉既灭，太宗试图趁势夺取燕云；辽军可依近畿与骑兵机动应战","宋放弃速取燕云的设想，北部边防和对辽外交成为长期财政军事负担","chapters/northern-song/chronology-960-1127.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"NS-0979-NORTHERN-HAN","979年五月","宋与北汉","宋灭北汉，完成对中原和河东割据政权的统一","B级｜灭国事实可靠；辽援军作用与城内处境材料不均","《宋史》卷3〈太宗本纪一〉；《宋史》卷480〈北汉世家〉；《续资治通鉴长编》太平兴国四年五月条","太原防御、河东资源与宋辽边境形成研究","北汉长期依赖辽援，宋在统一南方后可集中兵力攻太原","河东并入宋朝，但宋与辽失去缓冲政权，边境冲突直接化","chapters/northern-song/chronology-960-1127.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"LIAO-0982-EVENT-035","982年","辽","辽圣宗即位，萧太后摄政","C级｜编年主干可靠；细节、规模与动机须与对方材料、地方文书或考古材料互校","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","辽代契丹国家、都城、部族与跨境关系研究","辽初部族与多都城整合中前任统治的结束与宫廷、部族或官僚的权力安排相互交织，促成“辽圣宗即位，萧太后摄政”这一继承节点。","继承并不自动消除既有矛盾；“辽圣宗即位，萧太后摄政”后的任官、军权和对外策略需由后续条目追踪。","chapters/liao/chronology-and-frontiers.tex","retrospective_history","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","《辽史》为元末官修且契丹本方连续文书有限；宋使与碑刻的观察位置不同，战果、族称及制度覆盖范围不得互推。"
"XIA-0982-EVENT-049","982年","党项李氏与宋","李继迁脱离宋朝羁縻控制，在西北边地集结力量","B级｜编年主干可靠；细节、规模与动机须与对方材料、地方文书或考古材料互校","《宋史》〈夏国传〉及同年本纪；《辽史》《金史》或《元史》相关条；西夏文文书、碑刻与城址材料（据事核）","西夏文文书、河西—宁夏考古与宋夏金蒙关系研究","“李继迁脱离宋朝羁縻控制，在西北边地集结力量”发生在党项李氏在宋朝羁縻边地累积军政资源的具体压力与机会之中，相关行动者的选择不能脱离此前事件链解释。","“李继迁脱离宋朝羁縻控制，在西北边地集结力量”为后续政治、边防或资源配置留下条件；其社会影响与实际覆盖范围仍须以异类材料限定。","chapters/western-xia/chronology-and-borderlands.tex","retrospective_history","《宋史》〈夏国传〉及同年本纪；《辽史》《金史》或《元史》相关条；西夏文文书、碑刻与城址材料（据事核）","西夏无存世连续国史，汉文叙事多出自对手；西夏文文书的释读、定年和地域代表性须逐项说明。"
"LIAO-0986-EVENT-036","986年","辽与宋","辽在雍熙北伐中应对宋军多路进攻并取胜","B级｜编年主干可靠；细节、规模与动机须与对方材料、地方文书或考古材料互校","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","辽代契丹国家、都城、部族与跨境关系研究","辽初部族与多都城整合中既有的联盟、交通与补给压力，为“辽在雍熙北伐中应对宋军多路进攻并取胜”提供了直接的军事或动员背景。","“辽在雍熙北伐中应对宋军多路进攻并取胜”改变了相关城镇、道路或政权间的军事选择；伤亡、俘获和控制范围仅可按各方材料分别确认。","chapters/liao/chronology-and-frontiers.tex","retrospective_history","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","《辽史》为元末官修且契丹本方连续文书有限；宋使与碑刻的观察位置不同，战果、族称及制度覆盖范围不得互推。"
"NS-0986-YONGXI-CAMPAIGN","986年","宋与辽","宋以三路军北伐辽，随后遭挫撤军","B级｜战役序列可靠；将领责任、军数及各路协同失败须对读双方史书","《宋史》卷4〈太宗本纪二〉；《辽史》〈圣宗本纪〉；《续资治通鉴长编》雍熙三年条","雍熙北伐的多路指挥、补给与宋辽边境研究","宋廷仍欲夺回燕云，设想以多路并进牵制辽军","失利强化守势边防与岁费压力，也影响宋廷对将领授权的方式","chapters/northern-song/chronology-960-1127.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"XIA-0990-EVENT-050","990年","党项李氏与宋","李继迁在战与和之间接受宋廷封授并保持独立军事行动","B级｜编年主干可靠；细节、规模与动机须与对方材料、地方文书或考古材料互校","《宋史》〈夏国传〉及同年本纪；《辽史》《金史》或《元史》相关条；西夏文文书、碑刻与城址材料（据事核）","西夏文文书、河西—宁夏考古与宋夏金蒙关系研究","党项李氏在宋朝羁縻边地累积军政资源中既有的联盟、交通与补给压力，为“李继迁在战与和之间接受宋廷封授并保持独立军事行动”提供了直接的军事或动员背景。","“李继迁在战与和之间接受宋廷封授并保持独立军事行动”改变了相关城镇、道路或政权间的军事选择；伤亡、俘获和控制范围仅可按各方材料分别确认。","chapters/western-xia/chronology-and-borderlands.tex","retrospective_history","《宋史》〈夏国传〉及同年本纪；《辽史》《金史》或《元史》相关条；西夏文文书、碑刻与城址材料（据事核）","西夏无存世连续国史，汉文叙事多出自对手；西夏文文书的释读、定年和地域代表性须逐项说明。"
"NS-0993-WANG-XIAOBO","993年","宋与蜀地起事者","王小波在成都平原起事，提出均贫富诉求","C级｜起事与口号见于史书；口号传播范围和社会代表性不可扩大解释","《宋史》卷4〈太宗本纪二〉；《宋史》卷464〈王小波传〉；《续资治通鉴长编》淳化四年条","宋初蜀地赋役、盐茶政策与起事语言研究","宋初接收蜀地后赋役、军费和地方控制的矛盾累积","起事迅速扩展，显示统一后的地区治理并未消除基层压力","chapters/northern-song/economy-society-and-cities.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"NS-0994-LI-SHUN","994年","宋与蜀地起事者","李顺继领蜀地起事并一度占据成都，后被宋军平定","C级｜平定结果可靠；李顺死亡时间和政权组织细节有不同记载","《宋史》卷4〈太宗本纪二〉；《宋史》卷464〈王小波传〉；《续资治通鉴长编》淳化五年条","李顺政权、成都城防与宋初地方军政研究","王小波死后起事军仍能依托成都平原动员和城市据点","宋廷加强四川军政与财赋控制，地方社会代价及复原节奏仍待地方材料补充","chapters/northern-song/economy-society-and-cities.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"NS-0997-ZHENZONG-ACCESSION","997年三月","宋","太宗去世，赵恒继位为真宗","C级｜继位可靠；太宗末年政治安排的具体作用须审读后出叙述","《宋史》卷5〈真宗本纪一〉；《续资治通鉴长编》至道三年三月条；《宋会要辑稿·礼》即位条","真宗初政、皇位继承与中枢人事延续研究","太宗晚年北边受挫且财政军费沉重，稳定继承成为中枢优先事项","真宗承接守势边防，并在数年后面对辽军南下的危机","chapters/northern-song/chronology-960-1127.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"LIAO-1004-EVENT-037","1004年（辽统和二十二年、宋景德元年；干支、月日待核；公元换算据两朝本纪年号对照）","辽与宋","辽圣宗、萧太后率军南下至澶州一线","B级｜编年主干可靠；细节、规模与动机须与对方材料、地方文书或考古材料互校","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","辽代契丹国家、都城、部族与跨境关系研究","“辽圣宗、萧太后率军南下至澶州一线”发生在燕云城镇与辽宋边境秩序的具体压力与机会之中，相关行动者的选择不能脱离此前事件链解释。","“辽圣宗、萧太后率军南下至澶州一线”为后续政治、边防或资源配置留下条件；其社会影响与实际覆盖范围仍须以异类材料限定。","chapters/liao/chronology-and-frontiers.tex","retrospective_history","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","《辽史》为元末官修且契丹本方连续文书有限；宋使与碑刻的观察位置不同，战果、族称及制度覆盖范围不得互推。"
"NS-1004-CHANYUAN-BATTLE","1004年冬","宋与辽","辽圣宗、萧太后南下，宋真宗至澶州前线，双方议和","B级｜澶州对峙和和议可靠；战场主动性、劝驾言辞与军数有强烈史家塑形","《宋史》卷5〈真宗本纪一〉；《辽史》〈圣宗本纪〉；《续资治通鉴长编》景德元年冬条","澶渊之盟的边防动员、谈判与宋辽双重叙事研究","辽以机动作战威胁河北，宋廷在主战、守城与议和之间权衡","宋辽形成长期停战框架，边境贸易、岁币与防务由此相互牵连","chapters/northern-song/chronology-960-1127.tex","retrospective_history","《宋史》同年本纪；《续资治通鉴长编》及《宋会要辑稿》相关条；辽夏金材料与地方文书、碑刻（据事核）","《长编》重宋廷中枢并有传本残缺；会要所载条文不能自动证明实施，辽夏战报、数字与地方影响须另证。"
"XIA-1004-EVENT-051","1004年","党项李氏","李继迁去世，李德明继承部众","C级｜编年主干可靠；细节、规模与动机须与对方材料、地方文书或考古材料互校","《宋史》〈夏国传〉及同年本纪；《辽史》《金史》或《元史》相关条；西夏文文书、碑刻与城址材料（据事核）","西夏文文书、河西—宁夏考古与宋夏金蒙关系研究","党项李氏在宋朝羁縻边地累积军政资源中前任统治的结束与宫廷、部族或官僚的权力安排相互交织，促成“李继迁去世，李德明继承部众”这一继承节点。","继承并不自动消除既有矛盾；“李继迁去世，李德明继承部众”后的任官、军权和对外策略需由后续条目追踪。","chapters/western-xia/chronology-and-borderlands.tex","retrospective_history","《宋史》〈夏国传〉及同年本纪；《辽史》《金史》或《元史》相关条；西夏文文书、碑刻与城址材料（据事核）","西夏无存世连续国史，汉文叙事多出自对手；西夏文文书的释读、定年和地域代表性须逐项说明。"
"LIAO-1005-EVENT-038","1005年（辽统和二十三年、宋景德二年；干支、月日待核；公元换算据两朝本纪年号对照）","辽与宋","辽宋以澶渊盟约建立岁币、使节和边境秩序","A级｜编年主干可靠；细节、规模与动机须与对方材料、地方文书或考古材料互校","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","辽代契丹国家、都城、部族与跨境关系研究","燕云城镇与辽宋边境秩序里的军事消耗、边境供给与使节往来构成谈判条件，促成“辽宋以澶渊盟约建立岁币、使节和边境秩序”所涉的协议或名义关系。","“辽宋以澶渊盟约建立岁币、使节和边境秩序”重排了贡赐、使节或停战的制度接口；条款是否执行及边地实际控制不能由盟约文字直接推定。","chapters/liao/chronology-and-frontiers.tex","retrospective_history","《辽史》相关本纪及志；《宋史》辽国传、同年本纪；宋使行录、契丹／汉文碑刻与考古材料（据事核）","《辽史》为元末官修且契丹本方连续文书有限；宋使与碑刻的观察位置不同，战果、族称及制度覆盖范围不得互推。"
