id,date,polity,event,confidence,core_sources,modern_direction,cause,consequence,target
QIN-0221-QI,"前221年",秦与齐,"齐降秦，六国尽亡",可靠纪年,"史记秦始皇本纪；齐世家","齐末外交与统一研究","齐长期孤立、未能联合抗秦","秦完成统一，帝制开始","states/qin/conquest-and-empire.tex"
QIN-0221-STANDARDS,"前221年后",秦,"颁行文字、车轨与度量衡的统一标准",可靠纪年,"史记秦始皇本纪；秦权量铭文","秦代标准化、诏书铭刻与区域执行研究","广域征发、交换和文书往来需要可互认的尺度与书写规范","不同地区可纳入较一致的赋役、仓储与行政记录；各地执行速度和旧有习惯的存续仍须逐案考察","states/qin/conquest-and-empire.tex"
QIN-0220-ROADS,"前220年",秦,"修治驰道并推进帝国交通干线",可靠纪年,"史记秦始皇本纪；汉书贾山传","秦驰道路线、工程规模与交通考古研究","统一后皇帝巡行、使者传命、军需转运和北方经营均需稳定通道","交通网络加强中央与郡县的联结，也持续占用劳力与物资；具体路线、宽度和工役规模不可由传世概述一概断定","states/qin/conquest-and-empire.tex"
QIN-0213-EMPIRE,"前213—前210年",秦,"统一后高强度治理",可靠纪年,"史记秦始皇本纪；睡虎地、里耶秦简","秦帝国行政与法律研究","统一后标准化和动员需求","中心压力集中化","states/qin/conquest-and-empire.tex"
QIN-0209-FALL,"前209—前206年",秦与反秦诸集团,"大泽起事至秦亡",可靠纪年,"史记陈涉世家、项羽本纪、高祖本纪；秦简","秦末起义与帝国崩解研究","劳役、继承与地方反叛叠加","汉继承部分秦制","states/qin/conquest-and-empire.tex"
WQ-0405-WEI-HEXI,前405年前后,魏与秦,魏夺取河西并与秦长期争衡,年代有细节差异,资治通鉴卷一至卷二十（相应年）；史记魏世家、秦本纪,河西郡县、魏秦边界与战国西部交通研究,魏文侯时期向西扩张，秦国东部防线承压,河西成为魏秦反复争夺的战略走廊，构成少梁之战的背景,states/wei/early-reforms.tex
WQ-0376-JIN-PARTITION,前376年,韩赵魏与晋公室,韩赵魏废晋静公并分其余地,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记晋世家、六国年表,三家分晋的法理与领土重组研究,三家已控制晋国军政财赋，晋公室仅存名义,晋国实体消失，三国竞争转入直接的领土国家格局,common/chronology-453-350.tex
WQ-0370-WEI-SUCCESSION,前370年,魏,魏武侯卒后发生继承冲突,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记魏世家,魏国继承政治与赵韩干预研究,魏武侯未能平稳安排继承，诸侯得以介入,魏惠王即位，但内耗削弱其对赵韩的优势,states/wei/early-reforms.tex
WQ-0361-XIAOGONG,前361年,秦,秦孝公即位并求贤图强,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦本纪、商君列传,秦孝公求贤令与关中国家转型研究,秦在河西竞争中处于不利地位，旧贵族秩序难以支撑东进,为商鞅入秦及商鞅第一次变法提供政治授权,states/qin/shang-yang-and-qin.tex
WQ-0353-HANDAN,前353年,魏赵齐,魏围赵都邯郸，齐军救赵,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记孙子吴起列传、赵世家,邯郸之围与桂陵战役年代研究,魏以赵国内政与边境冲突为由实施强攻，赵向齐求援,齐选择攻魏要地，形成围魏救赵和桂陵之战的战役条件,states/zhao/riding-and-changping.tex
WQ-0340-SHANGYANG-WEI,前340年,秦与魏,商鞅诱俘魏将公子卬，秦取河西要地,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记商君列传、魏世家,商鞅军事行动与河西易手研究,变法后的秦寻求以战果重夺河西，魏国已受齐国牵制,魏西部屏障崩解，商鞅受封于商，秦东进能力上升,states/qin/shang-yang-and-qin.tex
WQ-0338-SHANGYANG-DEATH,前338年,秦,秦孝公卒，商鞅失势被杀,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记商君列传、秦本纪,商鞅身后政治与变法延续研究,孝公去世使商鞅失去君主保护，旧贵族反击,商鞅个人覆亡而新法未废，显示制度已嵌入秦国军政,states/qin/shang-yang-and-qin.tex
WQ-0330-HEXI,前330年,秦与魏,魏割河西地予秦,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记魏世家、秦本纪,河西割地与秦魏力量逆转研究,魏在马陵后国力下降，秦持续施压河西,秦获得东进的稳定前沿，魏转向防守中原,states/wei/early-reforms.tex
WQ-0325-QIN-KING,前325年,秦,秦惠文君称王,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦本纪、六国年表,战国王号与周王室名分研究,齐魏先后称王，周王室已无力垄断最高政治名号,秦以王号进入列国对等竞逐，称号外交进一步升级,states/qin/shang-yang-and-qin.tex
WQ-0323-FIVE-KINGS,前323年,魏韩赵燕中山,魏、韩、赵、燕、中山相继称王,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记六国年表、各国世家,战国王号扩散与多中心秩序研究,齐魏秦的王号竞争改变列国名分策略,周天子共主名分继续收缩，合纵外交以诸王为主体展开,common/chronology-349-256.tex
WQ-0318-HEZONG,前318年,楚赵魏韩燕与秦,五国合纵攻秦，函谷关前受挫,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦本纪、苏秦列传、战国策,早期合纵的组织能力、函谷关地理与战国策说辞层次研究,各国忧惧秦东进而结盟，但军令与目标难统一,合纵首次大规模军事试验失败，秦据关防守的优势显现,synthesis/diplomacy-hezong-lianheng.tex
WQ-0316-SHU-BA,前316年,秦与巴蜀,秦灭蜀、巴并置郡县性统治,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦本纪、张仪列传,巴蜀征服、都江堰前史与秦国资源动员研究,蜀国内乱给秦以军事入口，张仪、司马错对东进与西南经营有不同主张,秦取得成都平原和南方通道，财政粮食与兵员基础扩大,synthesis/diplomacy-hezong-lianheng.tex
WQ-0312-QIN-CHU,前312年,秦与楚,秦在丹阳、蓝田击败楚军,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦本纪、楚世家、张仪列传、战国策,张仪欺楚叙事、战国策说辞层次与秦楚战争地理研究,楚怀王在齐秦关系中反复选择，秦以连横与边境军事施压,楚西部与汉水方向受损，秦楚长期对抗加深,synthesis/diplomacy-hezong-lianheng.tex
WQ-0307-QIN-SUCCESSION,前307年,秦,秦武王卒，秦昭襄王即位，宣太后与魏冉掌权,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦本纪、穰侯列传,秦昭襄王初年权力结构与外戚政治研究,武王猝死且无成年的稳固继承人，王室与外戚须重组权力,昭襄王长期在位的政治框架形成，魏冉一系影响秦国外交和军政,states/qin/zhaoxiang-yique-fanju.tex
WQ-0301-CHUISHA,前301年,齐韩魏与楚,齐、韩、魏联军败楚于垂沙,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记楚世家、田敬仲完世家,垂沙之战与齐国东部联盟研究,楚在对秦战争后力量受损，齐韩魏以共同利益结盟,楚国北方影响力下降，齐一度居于东部联盟中心,states/chu/wu-qi-and-southern-state.tex
WQ-0299-HUAIWANG,前299—前296年,秦与楚,楚怀王入秦被留，客死秦地,年代有细节差异,资治通鉴卷一至卷二十（相应年）；史记楚世家、屈原列传,楚怀王入秦与拘留叙事的史源研究,秦楚议和与土地争议未解，楚怀王选择亲赴秦廷,楚王权威受损，顷襄王继位后的对秦处境更为被动,states/chu/wu-qi-and-southern-state.tex
WQ-0298-HANGU,前298—前296年,齐韩魏与秦,齐、韩、魏联军攻入函谷关以西，秦被迫割地求和,年代有细节差异,资治通鉴卷一至卷二十（相应年）；史记孟尝君列传、秦本纪、战国策,孟尝君与三国攻秦及战国策说辞层次研究,秦拘楚王引起列国警惕，齐韩魏趁机组织联合行动,证明秦亦可在多国协调下受挫，但联盟难以长期维持,common/chronology-349-256.tex
WQ-0296-ZHONGSHAN,前296年,赵与中山,赵灭中山国并拓展北方领土,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记赵世家,赵灭中山、胡服骑射与北方整合研究,胡服骑射后的赵军强化，趁中山孤立发动攻势,赵在太行以东和北方的资源、人口与边防空间扩大,states/zhao/riding-and-changping.tex
WQ-0288-DI,前288年,秦与齐,秦昭襄王、齐湣王一度互称西帝、东帝后废号,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦本纪、田敬仲完世家、战国策,帝号外交、苏秦晚期活动与战国策说辞层次研究,秦齐均试图以超越诸王的名号建立外交优势,帝号很快撤回，反映列国对单极名分的共同警惕,synthesis/diplomacy-hezong-lianheng.tex
WQ-0286-QI-SONG,前286年,齐与宋,齐灭宋，列国对齐警惕加深,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记田敬仲完世家、宋微子世家,齐灭宋与反齐联盟形成研究,宋内政动荡且地处齐楚魏之间，齐欲扩大中原影响,齐获得土地却陷入外交孤立，成为乐毅伐齐的远因,states/qi/jixia-and-collapse.tex
WQ-0278-YING,前278年,秦与楚,白起攻破楚都郢，楚廷东迁,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记白起王翦列传、楚世家,郢都陷落、楚东迁与南方国家韧性研究,秦在汉水和上游方向持续推进，楚难兼顾广阔疆域,楚失传统政治中心但未亡国，转向陈、寿春方向重建,states/chu/wu-qi-and-southern-state.tex
WQ-0273-HUAYANG,前273年,秦赵魏,秦军于华阳大败赵魏援韩之军,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记白起王翦列传、魏世家,华阳之战与韩魏赵协调困境研究,秦攻韩，赵魏出兵援助却难统一战场节奏,韩魏防线受损，秦对白起等将领的倚重加深,common/chronology-349-256.tex
WQ-0269-YANYU,前269年,赵与秦,赵奢在阏与击退秦军,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记赵世家、廉颇蔺相如列传,阏与战役地理与赵国军政研究,秦试图经韩赵间通道扩大东进，赵须守住太行山前交通线,赵短期遏制秦军，赵奢声望上升，秦赵继续加紧边境经营,states/zhao/riding-and-changping.tex
WQ-0266-FANJU,前266年前后,秦,范雎入秦，倡远交近攻并推动王权整合,年代与细节有争议,资治通鉴卷一至卷二十（相应年）；史记范雎蔡泽列传、秦本纪、战国策,范雎政治生涯、远交近攻与战国策说辞层次研究,宣太后、魏冉集团的资源网络引发王权与相权调整,秦的对外战略更集中于邻近韩赵魏，魏冉后被罢相,states/qin/zhaoxiang-yique-fanju.tex
WQ-0262-SHANGDANG,前262年,韩赵秦,韩国上党拒降秦而归赵，秦赵争夺升级,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记赵世家、白起王翦列传,上党归赵的决策与长平战争起因研究,秦攻韩夺野王，韩上党与本国交通断绝，郡守选择求赵援助,赵接收上党使局部韩秦战争转为长平之战前的秦赵决战,states/qin/zhaoxiang-yique-fanju.tex
WQ-0259-HANDAN,前259—前257年,秦与赵,秦围赵都邯郸，赵国陷入存亡危机,年代有细节差异,资治通鉴卷一至卷二十（相应年）；史记赵世家、魏公子列传,邯郸围城、粮食动员与救赵叙事研究,长平后秦试图乘赵军损失攻取都城，赵依靠城防和对外求援,秦久围不克，促成信陵君窃符救赵及秦军撤退,states/zhao/riding-and-changping.tex
WQ-0257-XINLING,前257年,魏赵楚与秦,信陵君夺兵符救赵，联军解邯郸之围,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记魏公子列传、赵世家,信陵君故事的叙事层次与救赵联军研究,赵都危急，魏安釐王犹疑，魏公子无忌以私人网络调兵,赵得以存续，秦首次在长平后战略攻势受挫；传世细节须与后出叙事相区分,states/wei/early-reforms.tex
WQ-0250-ZHUANGXIANG,前250年,秦,秦庄襄王即位，吕不韦居相位,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪、吕不韦列传,庄襄王继位与吕不韦政治网络研究,昭襄王晚年继承链复杂，异人依托吕不韦与赵国经历获得王位,吕不韦集团进入权力中心，为秦王政幼年即位的摄政结构铺路,states/qin/conquest-and-empire.tex
WQ-0247-QINZHENG,前247年,秦,秦王政即位，吕不韦辅政,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪,秦王政早年王权与相国辅政研究,庄襄王在位短暂，继承人年幼，朝廷依赖相国及宗室将领,后续嫪毐、吕不韦事件成为王权收回过程的关键危机,states/qin/conquest-and-empire.tex
WQ-0242-MENGAO,前242年,秦与魏,蒙骜攻魏取二十城，置东郡,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪、六国年表,东郡设置与秦东进的郡县化前沿研究,魏国在救赵后仍难恢复实力，秦以持续攻城削弱其河洛防线,秦将新占地纳入东郡，逼近魏都大梁并威胁合纵交通,states/qin/conquest-and-empire.tex
WQ-0241-HEZONG,前241年,赵楚魏韩燕与秦,五国再度合纵攻秦，未能突破函谷关,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记赵世家、秦始皇本纪,战国末年合纵的指挥与补给研究,秦取东郡后直接威胁中原，五国试图以联合阻遏,联军协调不足，秦守住关隘；各国转回各自防御，统一战争条件继续累积,synthesis/diplomacy-hezong-lianheng.tex
WQ-0238-LAOAI,前238年,秦,嫪毐发动叛乱，秦王政亲政处置太后集团,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪、吕不韦列传,嫪毐之乱与秦王室—相国权力关系研究,王太后私门与封侯集团积累兵权，秦王政行冠礼前后王权与摄政网络冲突,秦王政处死嫪毐党羽并逐步剥离吕不韦势力，中央决策更集中,states/qin/conquest-and-empire.tex
WQ-0237-LISI,前237年,秦,逐客令引发李斯上书，秦收回驱逐客卿的命令,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记李斯列传,谏逐客书、客卿网络与秦国官僚组成研究,嫪毐之乱后朝廷疑惧外来游士，拟排斥非秦人官员,秦继续吸纳六国人才，李斯进入统一时期的决策核心；上书文本为传世修辞材料,states/qin/conquest-and-empire.tex
QIN-0236-ZHAO,前236年,秦与赵,秦分军攻赵并取邺、阏与等地,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪、赵世家,秦赵末期战线与城邑归属研究,赵与燕关系紧张，秦利用赵国北东两线压力发动进攻,赵国防区被切割，李牧虽能反击但战略回旋余地缩小,states/zhao/riding-and-changping.tex
QIN-0234-PINGYANG,前234年,秦与赵,秦军破赵于平阳、武城，赵军损失严重,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪、赵世家,平阳武城战役与赵末动员研究,秦连续东进，赵须以野战阻遏其攻城推进,赵失大量兵员与城邑，转而倚重李牧固守北部和都城方向,states/zhao/riding-and-changping.tex
QIN-0233-LIMU,前233年,赵与秦,李牧于宜安等地击退秦军,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记赵世家、廉颇蔺相如列传,李牧战功、地名与赵末叙事研究,赵国面临灭亡压力，李牧集中边防经验与残余军力应战,秦一度受挫，后转以离间赵廷的政治手段配合军事攻势,states/zhao/riding-and-changping.tex
QIN-0229-ZHAO,前229年,秦与赵,秦乘赵国饥荒、地震等危机大举攻赵,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记赵世家、秦始皇本纪,赵末灾害记载、李牧被杀与政治决策研究,赵国内部猜忌削弱李牧指挥，灾害与战争叠加影响补给,赵廷杀李牧，防线失去核心统帅，次年都城失守,states/zhao/riding-and-changping.tex
QIN-0227-JINGKE,前227年,燕与秦,燕太子丹遣荆轲刺秦王，行动失败,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记刺客列传、燕召公世家、战国策,荆轲刺秦叙事的文学加工、战国策说辞层次与燕国末局研究,秦破赵后燕直接面临东进威胁，太子丹试图以非常手段延缓战争,刺杀失败，秦加速伐燕；具体仪式与对话主要见后出传记叙事,states/yan/northern-strategy.tex
QIN-0224-CHU,前224年,秦与楚,李信伐楚受挫，秦改用王翦大军,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记白起王翦列传、楚世家,李信败绩、王翦兵数与秦楚战争研究,秦低估楚国纵深、动员与项燕等将领的抵抗能力,王翦获得更充足兵力和后勤准备，次年攻灭楚；兵数为传世叙事，须谨慎使用,states/chu/wu-qi-and-southern-state.tex
QIN-0222-DAI,前222年,秦与赵代地残余,王贲灭代，赵国残余政权终结,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪、赵世家,代地残赵与秦北方统一研究,前228年赵都失守后，公子嘉在代地维持残余政权,赵的最后政治中心消失，秦得以集中处理燕辽东残部,states/zhao/riding-and-changping.tex
QIN-0221-EMPEROR,前221年,秦,秦王政定号皇帝，确立皇帝制,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪,皇帝称号、封禅语汇与统一政治语言研究,六国灭亡后，旧有王号无法表达新的统治范围与权力结构,皇帝制成为帝国政治名分，中央官僚与地方治理须重新配置,states/qin/conquest-and-empire.tex
QIN-0221-COMMANDERIES,前221年,秦,廷议封建与郡县，秦在全国推行郡县制,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪、李斯列传,秦郡县制、封建讨论与地方统治能力研究,统一后需处置旧六国贵族与广域行政，廷议中有封建、郡县两种方案,郡县成为帝国地方统治框架；实际设置与调整为持续过程，不能视作一岁完成,states/qin/conquest-and-empire.tex
QIN-0219-TOUR,前219年,秦,秦始皇东巡泰山、琅邪等地并立刻石,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪；秦刻石,秦始皇巡行、刻石文本与帝国空间整合研究,新帝国须使东方旧国纳入皇帝权威与交通行政网络,巡行和刻石展示统一秩序，刻石为近同时政治文本但传世版本仍需校勘,states/qin/conquest-and-empire.tex
QIN-0215-XIONGNU,前215年,秦与匈奴,蒙恬北逐匈奴并经营河套,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪、蒙恬列传,秦北疆、河套与长城工程研究,北方边防需要控制河套通道，统一后秦可集中调动军力,北部郡县和长城连接工程扩展，军役与运输负担加重,states/qin/conquest-and-empire.tex
QIN-0214-SOUTH,前214年前后,秦与岭南诸族群,秦军南进岭南，设置南海、桂林、象等郡,年代与建置细节有争议,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪、南越列传,岭南征服、灵渠年代与郡县设置研究,秦谋求南方资源、海陆通道和边疆控制，需克服山地水系与疾病环境,帝国疆域南扩，但驻军、运输和地方整合成本长期存在,states/qin/conquest-and-empire.tex
QIN-0213-BOOKS,前213年,秦,廷议焚毁私藏诗书及诸子等书的禁令,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪、李斯列传,焚书令范围、执行与汉代记忆研究,朝廷担忧以古非今的政治批评，李斯主张统一法令和师承,文本流传与政治记忆均受影响；禁令范围和实际执行不可简单概括为焚尽典籍,states/qin/conquest-and-empire.tex
QIN-0212-PALACE,前212年前后,秦,阿房宫、骊山营建与坑儒传说进入史料叙事,年代与细节有争议,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪；秦简,秦工程动员、阿房宫考古与坑儒叙事研究,巡行、宫殿、陵墓等工程集中征发劳力，朝廷又加强思想控制,沉重动员加剧社会压力；坑儒人数、对象与经过主要依汉代叙事，须与工程考古分开判断,states/qin/conquest-and-empire.tex
QIN-0210-SUCCESSION,前210年,秦,秦始皇卒于巡行途中，赵高、李斯改立胡亥,可靠纪年,资治通鉴卷一至卷二十（相应年）；史记秦始皇本纪、李斯列传、赵高列传,沙丘继承政变与秦廷文书政治研究,皇帝猝死而继承安排封闭于巡行队伍，赵高、李斯与胡亥结盟,扶苏被迫自杀，胡亥即位为二世，中央决策的信任结构迅速恶化,states/qin/conquest-and-empire.tex
